ideal_exp,f1_depth,f2_H_count,f3_noisy_exp,f4_CZ_count,f5_X_count,f6_1Q_count,f7_2Q_count,f8_width
0.0,7,5,-0.13782991202346045,1,5,10,1,2
0.9999999999999991,9,6,0.462890625,2,8,14,2,2
0.0,3,2,0.03024390243902439,1,2,4,1,2
-0.9999999999999996,4,2,-0.9804496578690127,1,1,3,1,2
1.6653345369377348e-16,7,3,-0.00390625,2,2,5,2,2
0.9999999999999991,9,6,0.544477028347996,2,8,14,2,2
-1.0,3,0,-0.6484375,2,1,1,2,2
0.0,4,5,-0.001953125,0,3,8,0,2
0.0,6,5,-0.01171875,2,2,7,2,2
-0.9999999999999991,8,4,0.0,1,3,7,1,2
-0.9999999999999996,3,2,-0.6578690127077224,0,1,3,0,2
0.0,3,3,-0.0078125,0,1,4,0,2
0.0,5,1,-0.015625,2,3,4,2,2
0.999999999999998,14,12,0.455078125,4,8,20,4,2
0.0,5,2,-0.041951219512195104,3,1,3,3,2
0.0,5,1,-0.01171875,2,3,4,2,2
0.999999999999998,14,12,0.41463414634146345,4,8,20,4,2
0.0,3,3,-0.0009775171065493915,0,1,4,0,2
-0.9999999999999996,9,2,-0.60546875,4,3,5,4,2
0.0,5,4,0.06731707317073174,1,2,6,1,2
0.0,5,1,-0.02734375,4,1,2,4,2
0.0,6,1,-0.013671875,2,3,4,2,2
0.0,6,5,-0.09375,1,4,9,1,2
0.999999999999998,14,12,0.431640625,4,8,20,4,2
0.0,9,3,-0.2578125,2,5,8,2,2
-0.9999999999999996,8,3,-0.75,3,4,7,3,2
0.9999999999999991,7,6,0.8692682926829269,2,4,10,2,2
-1.0,3,0,-0.859375,1,3,3,1,2
0.0,7,6,0.009765625,2,1,7,2,2
-0.9999999999999996,3,2,-0.91796875,0,1,3,0,2
0.9999999999999991,9,5,0.60546875,3,2,7,3,2
0.0,9,5,0.00390625,2,4,9,2,2
0.9999999999999991,9,6,0.3919843597262953,2,8,14,2,2
0.9999999999999991,9,6,0.5078125,2,8,14,2,2
-1.6653345369377348e-16,8,3,-0.00390625,2,6,9,2,2
0.0,4,1,0.0625,0,4,5,0,2
0.999999999999998,14,12,0.3489736070381233,4,8,20,4,2
0.0,6,4,-0.08203125,1,3,7,1,2
0.9999999999999991,7,6,0.6171875,2,4,10,2,2
-0.9999999999999996,3,2,-0.9413489736070382,1,1,3,1,2
0.0,4,2,0.0,1,1,3,1,2
-1.0,5,0,-0.927734375,2,3,3,2,2
0.9999999999999991,9,6,0.5,2,8,14,2,2
0.0,4,4,0.02734375,0,3,7,0,2
0.999999999999998,14,12,0.392578125,4,8,20,4,2
-0.9999999999999996,2,2,-0.6487804878048781,0,1,3,0,2
0.9999999999999991,9,6,0.462890625,2,8,14,2,2
0.9999999999999987,9,8,0.625,2,6,14,2,2
0.9999999999999993,7,4,0.9296875,0,5,9,0,2
0.999999999999998,14,12,0.412109375,4,8,20,4,2
0.0,7,5,-0.015625,2,3,8,2,2
0.0,8,4,0.005859375,3,3,7,3,2
-1.6653345369377348e-16,5,3,-0.021484375,1,1,4,1,2
0.0,3,3,0.111328125,1,1,4,1,2
0.0,9,3,0.076171875,3,5,8,3,2
0.9999999999999991,7,6,0.8634146341463416,2,4,10,2,2
0.0,6,1,-0.01171875,2,5,6,2,2
0.0,6,2,-0.099609375,4,1,3,4,2
0.9999999999999993,6,4,0.93359375,1,2,6,1,2
0.0,6,3,-0.359375,1,3,6,1,2
0.0,4,1,0.009765625,1,3,4,1,2
0.0,8,5,0.041015625,0,6,11,0,2
0.0,7,5,0.0,1,5,10,1,2
0.0,2,1,0.009765625,0,2,3,0,2
0.0,6,3,-0.00390625,1,6,9,1,2
0.9999999999999991,9,6,0.4809756097560976,2,8,14,2,2
0.9999999999999996,7,2,0.896484375,3,4,6,3,2
0.0,4,2,0.140625,1,2,4,1,2
0.0,5,1,-0.005859375,2,4,5,2,2
0.0,6,2,-0.02634146341463417,2,4,6,2,2
0.999999999999998,14,12,0.40292682926829265,4,8,20,4,2
0.0,7,5,0.005859375,2,3,8,2,2
-0.9999999999999996,5,2,-0.904296875,2,1,3,2,2
0.9999999999999987,6,8,0.92578125,0,3,11,0,2
0.0,6,5,0.0234375,1,4,9,1,2
-0.9999999999999996,2,2,-0.884652981427175,0,1,3,0,2
0.999999999999998,14,12,0.353515625,4,8,20,4,2
0.0,4,1,0.001953125,1,3,4,1,2
0.0,4,3,0.05180840664711628,1,2,5,1,2
0.999999999999998,14,12,0.39453125,4,8,20,4,2
0.0,4,1,-0.001953125,1,2,3,1,2
0.0,8,4,-0.017578125,1,5,9,1,2
0.0,7,1,0.009765625,1,8,9,1,2
0.0,6,3,0.0078125,0,5,8,0,2
0.0,5,4,-0.12109375,0,5,9,0,2
0.0,6,1,0.014662756598240456,4,1,2,4,2
0.0,6,2,-0.012682926829268304,2,2,4,2,2
0.9999999999999991,9,6,0.49169110459433035,2,8,14,2,2
0.0,3,2,0.034146341463414664,1,2,4,1,2
0.0,4,3,0.025390625,0,4,7,0,2
0.9999999999999991,9,6,0.34439024390243894,2,8,14,2,2
0.999999999999998,14,12,0.34375,4,8,20,4,2
0.0,6,4,-0.005859375,2,4,8,2,2
0.9999999999999993,8,4,0.912109375,1,6,10,1,2
0.0,5,1,-0.104390243902439,3,3,4,3,2
0.0,8,3,-0.22731707317073166,2,4,7,2,2
0.9999999999999991,8,6,0.91796875,2,3,9,2,2
0.9999999999999987,9,8,0.8203125,2,6,14,2,2
0.0,5,3,0.08682926829268295,1,3,6,1,2
-1.0,2,0,-0.87109375,0,3,3,0,2
0.9999999999999987,9,8,0.616813294232649,2,6,14,2,2
-0.9999999999999993,6,4,-0.91796875,1,1,5,1,2
0.0,9,3,-0.375,2,5,8,2,2
0.0,7,5,-0.017578125,1,3,8,1,2
0.0,6,3,0.15151515151515155,1,5,8,1,2
0.9999999999999987,9,8,0.833984375,2,6,14,2,2
0.9999999999999987,9,8,0.841796875,2,6,14,2,2
0.0,4,1,-0.10850439882697949,3,0,1,3,2
0.9999999999999991,7,6,0.673828125,2,4,10,2,2
-6.681911775230489e-52,8,5,0.01953125,2,4,9,2,2
0.0,5,3,-0.01953125,1,2,5,1,2
0.0,8,5,0.012682926829268304,3,3,8,3,2
0.0,2,2,-0.01953125,0,1,3,0,2
0.0,2,1,0.032258064516129045,0,2,3,0,2
0.0,7,4,-0.052734375,1,4,8,1,2
0.0,7,2,0.109375,2,3,5,2,2
0.0,6,3,-0.0009756097560975688,1,3,6,1,2
0.0,8,3,0.00390625,3,2,5,3,2
0.0,7,4,-0.0234375,1,4,8,1,2
0.999999999999998,14,12,0.37109375,4,8,20,4,2
0.0,4,1,0.0,1,3,4,1,2
0.9999999999999987,9,8,0.833984375,2,6,14,2,2
0.999999999999998,14,12,0.359375,4,8,20,4,2
-1.0,3,0,-0.62890625,2,1,1,2,2
0.0,7,6,-0.010752688172043001,2,2,8,2,2
0.9999999999999991,7,6,0.6304985337243401,1,3,9,1,2
-0.9999999999999991,8,6,-0.833984375,3,2,8,3,2
0.9999999999999993,6,4,0.89453125,0,5,9,0,2
0.0,9,4,-0.0234375,3,4,8,3,2
1.6653345369377348e-16,6,3,-0.49609375,1,3,6,1,2
0.0,3,1,-0.006829268292682933,2,0,1,2,2
-0.9999999999999996,4,2,-1.0,1,3,5,1,2
0.0,8,3,-0.037109375,3,4,7,3,2
0.0,9,6,-0.125,3,2,8,3,2
0.9999999999999996,5,2,0.6312195121951221,2,2,4,2,2
0.9999999999999987,9,8,0.845703125,2,6,14,2,2
0.9999999999999991,9,6,0.46146341463414636,2,8,14,2,2
0.0,6,1,0.017578125,1,5,6,1,2
0.0,3,1,0.037109375,1,1,2,1,2
0.999999999999998,14,12,0.30400782013685235,4,8,20,4,2
0.9999999999999991,7,6,0.6989247311827957,2,4,10,2,2
0.0,6,5,0.005859375,1,2,7,1,2
0.0,6,1,-0.0703125,2,3,4,2,2
0.0,2,2,0.125,0,1,3,0,2
0.0,3,1,0.028292682926829293,1,2,3,1,2
-0.9999999999999991,7,4,-0.623046875,2,2,6,2,2
0.0,8,5,-0.1015625,3,3,8,3,2
0.9999999999999996,7,3,0.7790811339198438,4,3,6,4,2
0.0,8,3,0.138671875,2,5,8,2,2
0.0,7,4,-0.0390625,0,6,10,0,2
0.9999999999999993,8,4,0.6324535679374388,2,5,9,2,2
0.0,6,2,0.03024390243902439,2,4,6,2,2
0.0,10,4,0.000977517106549336,2,5,9,2,2
0.9999999999999996,7,3,0.8220918866080158,3,3,6,3,2
0.999999999999998,14,12,0.3619512195121951,4,8,20,4,2
0.9999999999999991,9,6,-0.036168132942326486,2,8,14,2,2
0.9999999999999991,9,6,-0.005859375,2,8,14,2,2
-0.9999999999999993,8,4,-0.900390625,2,4,8,2,2
0.9999999999999991,7,6,0.73046875,2,4,10,2,2
0.9999999999999991,7,6,0.84765625,2,4,10,2,2
0.0,5,1,0.041015625,2,3,4,2,2
0.0,4,2,-0.0859375,2,0,2,2,2
0.999999999999998,14,12,0.359375,4,8,20,4,2
0.0,3,1,-0.044921875,0,4,5,0,2
0.0,6,6,-0.130859375,0,4,10,0,2
-0.9999999999999991,7,6,-0.861328125,1,3,9,1,2
0.0,6,7,-0.38025415444770283,1,2,9,1,2
0.0,3,1,0.005859375,1,1,2,1,2
0.0,2,1,-0.0078125,0,3,4,0,2
0.9999999999999993,5,4,0.90234375,1,4,8,1,2
-0.9999999999999996,5,3,-0.83203125,2,2,5,2,2
0.9999999999999991,7,6,0.82421875,2,4,10,2,2
0.0,4,3,-0.349609375,0,4,7,0,2
0.9999999999999987,9,8,0.8359375,2,6,14,2,2
0.0,8,2,0.12109375,3,4,6,3,2
0.0,8,2,0.045943304007820124,2,7,9,2,2
0.0,8,4,0.021484375,4,3,7,4,2
0.0,9,1,-0.005859375,2,8,9,2,2
0.0,2,1,-0.42578125,0,2,3,0,2
0.0,4,1,0.01953125,2,1,2,2,2
0.9999999999999991,9,6,0.42439024390243896,2,8,14,2,2
0.9999999999999991,9,6,0.30859375,2,8,14,2,2
0.9999999999999991,9,6,0.0,2,8,14,2,2
-0.9999999999999996,4,2,-0.62109375,1,1,3,1,2
1.0,2,0,0.6078048780487806,1,2,2,1,2
0.0,5,3,0.0,1,5,8,1,2
1.0,2,0,0.90234375,1,2,2,1,2
0.9999999999999991,9,6,0.4765625,2,8,14,2,2
0.9999999999999991,9,6,0.447265625,2,8,14,2,2
2.9393572592832105e-35,7,7,-0.078125,2,1,8,2,2
0.0,6,2,-0.052734375,1,8,10,1,2
0.0,7,1,0.0,4,4,5,4,2
0.0,4,3,0.009765625,2,0,3,2,2
0.9999999999999987,9,8,0.6019512195121952,2,6,14,2,2
-1.6653345369377348e-16,9,5,0.0234375,2,4,9,2,2
0.0,3,1,-0.0029325513196480912,1,2,3,1,2
0.0,6,4,-0.10068426197458458,2,2,6,2,2
0.0,6,4,-0.24609375,2,2,6,2,2
0.0,2,1,0.04296875,0,2,3,0,2
0.0,4,1,-0.3515625,0,4,5,0,2
0.0,3,1,-0.3365853658536585,0,3,4,0,2
0.0,7,4,0.07917888563049846,1,3,7,1,2
0.0,5,2,0.23512195121951218,1,3,5,1,2
-1.0,4,0,-0.804496578690127,3,1,1,3,2
0.0,3,1,-0.001953125,2,0,1,2,2
0.0,3,2,-0.029296875,0,3,5,0,2
0.9999999999999996,3,2,0.900390625,0,2,4,0,2
0.9999999999999991,9,6,-0.046875,2,8,14,2,2
-0.9999999999999991,6,4,-0.95703125,1,3,7,1,2
0.9999999999999996,5,2,0.9296875,0,3,5,0,2
0.0,4,1,0.025390625,2,1,2,2,2
0.9999999999999991,7,6,0.71875,2,4,10,2,2
0.9999999999999991,7,6,0.8338220918866079,2,4,10,2,2
0.9999999999999996,5,2,0.8671875,2,3,5,2,2
0.0,4,1,0.021484375,2,2,3,2,2
0.0,5,3,0.00390625,0,2,5,0,2
0.9999999999999991,9,6,0.392578125,2,8,14,2,2
0.0,6,1,-0.0029268292682926855,2,4,5,2,2
-0.9999999999999989,11,6,-0.755859375,4,1,7,4,2
0.9999999999999996,5,2,0.91015625,1,2,4,1,2
-1.0,3,0,-0.646829268292683,2,1,1,2,2
0.9999999999999987,9,8,0.625,2,6,14,2,2
-0.9999999999999993,10,4,-0.615609756097561,3,4,8,3,2
-0.9999999999999996,2,2,-0.9315738025415444,0,1,3,0,2
0.0,4,3,-0.0009756097560975618,1,0,3,1,2
0.0,7,3,0.056640625,1,5,8,1,2
0.0,3,2,0.001953125,1,1,3,1,2
0.0,3,1,-0.017578125,0,4,5,0,2
-0.9999999999999992,8,5,-0.5625,1,4,9,1,2
0.0,4,1,-0.017578125,2,1,2,2,2
0.0,5,2,-0.20703125,3,1,3,3,2
0.0,4,1,0.09286412512218972,1,3,4,1,2
0.0,2,2,-0.001953125,0,1,3,0,2
0.0,9,3,0.020527859237536653,2,6,9,2,2
0.0,3,1,0.03515625,2,0,1,2,2
0.0,4,1,0.3626588465298142,2,1,2,2,2
0.9999999999999991,7,6,0.7346341463414634,2,4,10,2,2
0.9999999999999987,9,8,0.8984375,2,6,14,2,2
-0.9999999999999996,5,2,-0.927734375,0,6,8,0,2
0.9999999999999996,6,3,0.9180487804878048,2,3,6,2,2
0.0,5,3,-0.00390625,0,6,9,0,2
0.0,4,1,0.055609756097561025,2,1,2,2,2
0.0,7,4,0.10546875,1,6,10,1,2
-1.0,2,0,-0.6234146341463415,0,3,3,0,2
0.999999999999998,14,12,0.931640625,4,8,20,4,2
0.999999999999998,14,12,0.91015625,4,8,20,4,2
0.0,8,5,0.013671875,4,0,5,4,2
0.0,8,4,-0.043988269794721396,3,4,8,3,2
0.9999999999999996,9,2,0.947265625,1,8,10,1,2
-0.9999999999999996,3,2,-0.939453125,0,1,3,0,2
0.0,6,4,-0.04296875,1,4,8,1,2
0.999999999999998,14,12,0.978515625,4,8,20,4,2
0.0,7,5,-0.078125,2,2,7,2,2
0.9999999999999996,3,2,0.642578125,0,2,4,0,2
0.9999999999999991,9,6,0.4375,2,8,14,2,2
0.0,4,4,-0.04296875,0,3,7,0,2
0.0,5,3,-0.00390625,0,3,6,0,2
0.0,7,3,-0.0009756097560975618,2,3,6,2,2
0.9999999999999996,6,3,0.41015625,3,1,4,3,2
0.0,8,3,-0.38416422287390023,3,5,8,3,2
-0.9999999999999996,5,2,-0.984375,1,5,7,1,2
0.9999999999999991,7,6,0.75390625,2,4,10,2,2
0.999999999999998,14,12,0.923828125,4,8,20,4,2
0.9999999999999991,5,6,0.94921875,0,2,8,0,2
0.0,3,1,0.041015625,1,2,3,1,2
0.0,2,1,0.005859375,0,3,4,0,2
0.9999999999999991,7,6,0.7575757575757576,2,4,10,2,2
0.0,3,4,0.005859375,0,0,4,0,2
0.0,4,1,-0.1570731707317073,2,3,4,2,2
0.0,7,3,0.3125,2,4,7,2,2
0.0,8,1,0.166015625,3,4,5,3,2
0.0,8,4,0.14453125,3,1,5,3,2
0.0,2,2,-0.046875,1,0,2,1,2
0.9999999999999991,9,6,0.537109375,2,8,14,2,2
0.9999999999999991,7,6,-0.0009775171065493646,2,4,10,2,2
0.9999999999999991,7,6,0.744140625,2,4,10,2,2
0.0,2,2,-0.022439024390243867,0,1,3,0,2
0.0,2,1,0.0009775171065493637,0,2,3,0,2
0.0,5,3,-0.037109375,0,5,8,0,2
0.0,2,3,-0.013671875,0,0,3,0,2
0.9999999999999987,9,8,0.634765625,2,6,14,2,2
-1.0,8,0,-0.96875,3,7,7,3,2
0.0,4,5,-0.030303030303030318,0,2,7,0,2
0.0,4,3,0.0,0,3,6,0,2
0.0,7,2,-0.009765625,3,4,6,3,2
0.9999999999999996,5,2,0.904296875,2,2,4,2,2
0.9999999999999991,7,6,0.765625,2,4,10,2,2
0.9999999999999987,9,8,0.9335288367546433,2,6,14,2,2
0.0,4,4,0.01171875,1,0,4,1,2
0.9999999999999993,7,4,0.0,1,5,9,1,2
0.0,4,1,-0.016617790811339184,0,3,4,0,2
0.999999999999998,14,12,0.984375,4,8,20,4,2
0.9999999999999987,9,8,0.984375,2,1,9,2,2
0.0,3,1,0.076171875,1,1,2,1,2
0.0,8,6,-0.10546875,1,4,10,1,2
0.0,5,3,0.0048875855327467944,0,4,7,0,2
-0.9999999999999993,7,4,0.0,2,3,7,2,2
-0.9999999999999996,2,2,-0.6487804878048781,0,1,3,0,2
0.0,4,3,-0.0009775171065493637,1,2,5,1,2
0.0,5,5,-0.021484375,1,1,6,1,2
0.0,3,2,-0.049756097560975654,1,2,4,1,2
0.9999999999999991,9,6,0.513671875,2,8,14,2,2
0.0,9,3,0.03125,3,4,7,3,2
0.9999999999999991,7,6,0.7556207233626588,2,4,10,2,2
0.0,3,3,0.00390625,1,1,4,1,2
0.9999999999999991,9,6,0.4819159335288367,2,8,14,2,2
0.0,3,2,-0.009765625,1,1,3,1,2
0.0,4,3,-0.1515151515151515,1,0,3,1,2
0.9999999999999991,9,6,0.474609375,2,8,14,2,2
0.0,7,1,0.0078125,3,6,7,3,2
0.0,9,4,-0.004887585532746819,3,3,7,3,2
5.551115123125783e-17,9,6,-0.04195121951219516,2,3,9,2,2
0.9999999999999991,9,6,0.515625,2,8,14,2,2
0.9999999999999987,9,8,0.0,2,6,14,2,2
0.0,5,2,-0.01953125,0,4,6,0,2
0.0,9,3,0.025390625,3,4,7,3,2
0.0,3,4,-0.021484375,0,0,4,0,2
0.9999999999999991,9,6,0.416015625,2,8,14,2,2
0.9999999999999996,5,3,0.94921875,2,2,5,2,2
0.9999999999999991,6,4,0.97265625,1,2,6,1,2
0.0,8,1,0.0,3,5,6,3,2
0.0,5,3,-0.00390625,0,5,8,0,2
0.0,7,4,-0.134765625,2,3,7,2,2
0.9999999999999993,6,4,0.6507317073170733,2,2,6,2,2
0.0,2,1,-0.028292682926829293,1,1,2,1,2
-0.9999999999999996,7,2,-0.97265625,1,5,7,1,2
0.9999999999999996,9,2,0.912109375,2,7,9,2,2
0.9999999999999991,9,6,0.537109375,2,8,14,2,2
0.9999999999999992,6,5,0.953125,1,2,7,1,2
0.0,5,3,-0.014634146341463428,1,3,6,1,2
0.9999999999999991,7,6,0.65625,2,2,8,2,2
0.9999999999999987,9,8,0.921875,2,6,14,2,2
0.9999999999999991,7,6,0.771484375,2,4,10,2,2
0.9999999999999996,5,3,0.806640625,2,3,6,2,2
0.9999999999999993,8,4,0.947265625,2,5,9,2,2
0.9999999999999991,7,6,0.0,2,4,10,2,2
0.999999999999998,14,12,0.95703125,4,8,20,4,2
0.9999999999999987,9,8,0.921951219512195,2,6,14,2,2
0.0,6,2,0.041015625,3,3,5,3,2
0.0,6,4,-0.05170731707317075,2,2,6,2,2
0.0,7,4,-0.0390625,2,5,9,2,2
0.9999999999999987,9,8,0.0,2,6,14,2,2
0.9999999999999993,9,4,0.689453125,3,3,7,3,2
0.9999999999999987,9,8,0.005859375,2,6,14,2,2
0.0,4,3,0.0234375,1,1,4,1,2
-1.6653345369377348e-16,5,3,0.087890625,1,3,6,1,2
0.9999999999999991,9,4,0.9667644183773216,2,4,8,2,2
0.0,3,1,0.017578125,0,4,5,0,2
0.9999999999999987,9,8,0.0,2,6,14,2,2
0.0,3,3,0.004878048780487809,0,0,3,0,2
-1.0,5,0,-0.91015625,0,5,5,0,2
-0.9999999999999991,6,4,-0.666015625,1,1,5,1,2
0.0,3,3,0.0078125,0,2,5,0,2
0.0,5,3,0.01171875,2,0,3,2,2
0.0,2,3,0.013671875,0,1,4,0,2
-0.9999999999999996,2,2,0.0,0,1,3,0,2
0.0,4,3,0.0,0,3,6,0,2
-0.9999999999999993,9,4,-0.6643902439024391,2,4,8,2,2
0.0,5,1,0.322265625,3,1,2,3,2
0.0,6,5,0.072265625,2,0,5,2,2
0.0,7,1,0.015625,4,2,3,4,2
0.0,4,1,0.001953125,1,2,3,1,2
0.0,2,1,0.01953125,0,2,3,0,2
0.0,5,2,-0.0078125,1,3,5,1,2
0.0,8,3,0.02734375,3,5,8,3,2
0.9999999999999987,5,6,0.97265625,0,4,10,0,2
0.0,9,2,-0.05078125,2,7,9,2,2
0.0,2,1,-0.033203125,1,1,2,1,2
0.9999999999999991,7,6,0.0009775171065493637,2,4,10,2,2
1.6653345369377348e-16,6,5,0.3671875,1,5,10,1,2
0.0,8,4,-0.10546875,3,3,7,3,2
0.0,2,2,-0.099609375,0,1,3,0,2
0.9999999999999996,7,2,0.966796875,2,4,6,2,2
0.0,4,4,0.034146341463414664,0,1,5,0,2
-1.0,2,0,-0.982421875,0,3,3,0,2
0.0,6,3,0.009765625,2,3,6,2,2
0.0,4,1,0.015625,1,4,5,1,2
0.0,4,3,0.0009756097560975627,1,2,5,1,2
0.0,2,1,-0.017578125,1,1,2,1,2
0.0,2,1,-0.014662756598240456,1,1,2,1,2
6.681911775230489e-52,7,5,0.0390625,2,3,8,2,2
0.999999999999998,14,12,0.666015625,4,8,20,4,2
0.0,4,1,-0.0009756097560975618,1,2,3,1,2
0.0,8,5,0.017578125,1,4,9,1,2
0.9999999999999991,9,6,0.412109375,2,8,14,2,2
0.0,5,2,-0.20195121951219513,4,0,2,4,2
0.0,10,3,0.345703125,4,3,6,4,2
0.0,6,3,0.0,1,4,7,1,2
-0.9999999999999993,6,4,-0.98046875,1,4,8,1,2
1.0,4,0,0.994140625,1,4,4,1,2
0.9999999999999996,9,2,0.962890625,4,5,7,4,2
0.0,3,2,-0.033203125,1,1,3,1,2
0.0,5,3,0.359375,1,2,5,1,2
0.0,9,3,0.014634146341463428,3,5,8,3,2
1.0,4,0,0.978515625,1,4,4,1,2
0.9999999999999991,7,6,0.90625,2,4,10,2,2
0.0,5,4,0.004887585532746819,0,5,9,0,2
-0.9999999999999996,9,2,-0.97265625,3,6,8,3,2
0.0,6,4,-0.1171875,1,3,7,1,2
0.9999999999999991,9,6,0.49609375,2,8,14,2,2
0.9999999999999991,9,6,0.58203125,2,8,14,2,2
6.681911775230489e-52,4,5,0.017578125,0,3,8,0,2
-1.0,2,0,-0.9296875,0,3,3,0,2
0.9999999999999991,9,6,0.5816226783968719,2,8,14,2,2
0.9999999999999991,7,6,0.76953125,2,4,10,2,2
0.9999999999999991,7,6,0.966796875,1,4,10,1,2
0.9999999999999991,7,6,0.779296875,2,4,10,2,2
0.0,6,3,0.01953125,1,5,8,1,2
0.0,5,6,0.015625,0,2,8,0,2
-0.9999999999999993,6,4,-1.0,1,4,8,1,2
0.0,3,1,-0.02734375,2,1,2,2,2
0.0,5,1,0.11328125,3,2,3,3,2
0.999999999999998,14,12,0.581622678396872,4,8,20,4,2
0.0,6,3,-0.001953125,2,4,7,2,2
-0.9999999999999996,3,2,-0.9882926829268293,0,1,3,0,2
0.9999999999999991,9,6,0.697265625,2,8,14,2,2
0.0,3,1,0.001953125,1,1,2,1,2
0.999999999999998,14,12,0.5835777126099707,4,8,20,4,2
0.9999999999999996,6,2,0.857421875,3,4,6,3,2
0.0,6,1,0.01661779081133917,5,1,2,5,2
-0.9999999999999991,6,4,-1.0,1,3,7,1,2
0.9999999999999991,7,6,0.8142717497556207,2,4,10,2,2
0.0,6,1,-0.05078125,2,3,4,2,2
0.999999999999998,14,12,0.419921875,4,8,20,4,2
0.999999999999998,14,12,0.5347018572825024,4,8,20,4,2
0.0,3,2,-0.087890625,1,0,2,1,2
-0.9999999999999996,6,2,-0.95703125,1,6,8,1,2
